Label (Grouping),170317401001,170317401002,170317401003,170317401004,170317402001,170317402002,170317402003,170317402004,170317403001,170317403002,170317403003,170317403004,170317403005,170317404001,170317404002,170317404003,170317404004
Total:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Not Hispanic or Latino,0.853515625,1.0,0.7883683360258481,0.8446601941747572,0.8705483323911815,0.8751238850346879,0.8985270049099836,0.9579158316633266,0.8491735537190083,0.8403846153846154,0.9019047619047619,0.9700214132762313,0.8887804878048781,0.9767932489451476,0.9773635153129161,0.930658525948539,0.8230563002680965
Hispanic or Latino,0.146484375,0.0,0.21163166397415187,0.1553398058252427,0.12945166760881854,0.12487611496531219,0.10147299509001637,0.04208416833667335,0.15082644628099173,0.1596153846153846,0.0980952380952381,0.029978586723768737,0.11121951219512195,0.023206751054852322,0.022636484687083888,0.06934147405146097,0.1769436997319035
